"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
6182,"Bright, Spacious 3 BR Duplex-Great for Families",262862,"Helena","Brooklyn","Williamsburg",40.71822,-73.93996,"Entire home/apt",3,1,"12/29/2017",0.05,1,0
6183,"Peaceful 1 Bedroom in the East Village",10391716,"Sasha","Manhattan","East Village",40.72171,-73.98307,"Entire home/apt",4,68,"6/24/2019",3.34,1,41
6184,"Co-op Apartment in The Lombardy Hotel- 250 sq. ft.",100829279,"Ian","Manhattan","Midtown",40.76195,-73.97148,"Entire home/apt",1,202,"6/15/2019",6.4,3,211
6185,"1BR apartment on Broadway (UWS)",11469296,"Michael","Manhattan","Morningside Heights",40.80596,-73.96471,"Entire home/apt",1,7,"10/8/2016",0.16,1,0
6186,"Morden Corner Lux Apartment w/ River & City view",22223682,"Zoey","Manhattan","Upper West Side",40.77158,-73.98976,"Private room",300,2,"1/2/2018",0.1,1,365
6187,"Bowery Loft with Private Deck",263563066,"Dan","Manhattan","Lower East Side",40.72049,-73.99348,"Private room",3,0,NA,NA,1,23
6188,"One bed room apartment",214610799,"Antonio","Manhattan","East Harlem",40.79695,-73.9356,"Entire home/apt",2,2,"9/29/2018",0.21,1,7
6189,"Bright, Luxury Executive Studio",22560728,"Sean","Manhattan","Hell's Kitchen",40.76156,-73.99342,"Entire home/apt",45,1,"5/7/2019",0.48,1,56
6190,"Large 1 Bedroom in the Heart of New York City",2596736,"Barry","Manhattan","Chelsea",40.74017,-73.99485,"Entire home/apt",3,6,"7/7/2019",0.57,1,5
6191,"Bright spacious Studio overlooking Manhattan",168121995,"Mayra","Manhattan","Midtown",40.75241,-73.98558,"Entire home/apt",180,3,"1/31/2019",0.42,1,299
6192,"COZY QUIET APT CLOSE TO TRAIN",42058671,"Alana","Brooklyn","Bushwick",40.70073,-73.92913,"Private room",3,4,"12/26/2017",0.2,1,0
6193,"Huge Bedroom in the Upper West near Central Park",4372057,"Rafael","Manhattan","Upper West Side",40.77815,-73.97574,"Private room",7,3,"5/31/2017",0.1,1,0
6194,"Huge BR in Classic UWS Building W 70s",3929012,"Kevin","Manhattan","Upper West Side",40.78012,-73.98279,"Private room",1,37,"7/1/2019",5.39,4,59
6195,"Private Room in a lovely Apartment",21621071,"Ala","Brooklyn","Bedford-Stuyvesant",40.69156,-73.94846,"Private room",4,3,"4/2/2019",0.27,1,0
6196,"Sonder | 116 John | Bright 1BR + Gym",12243051,"Sonder","Manhattan","Financial District",40.70791,-74.00545,"Entire home/apt",29,2,"2/26/2019",0.36,96,333
6197,"Cozy and Simple Studio, UES NYC",22492254,"Diana Mia","Manhattan","Upper East Side",40.77416,-73.95259,"Entire home/apt",5,54,"7/5/2019",1.43,1,236
6198,"Private Room in Very Convenient Location",687062,"Sarah","Manhattan","Harlem",40.81398,-73.95213,"Private room",1,142,"6/21/2019",4.22,1,93
6199,"Sunny Private Williamsburg Space",6309019,"John","Brooklyn","Williamsburg",40.71474,-73.95662,"Entire home/apt",2,175,"7/2/2019",2.93,1,303
6200,"Nice Quite place",73676875,"Jonathan","Bronx","Claremont Village",40.84381,-73.90827,"Entire home/apt",2,0,NA,NA,1,321
6201,"Lovely 1 bdrm in Prospect Heights!",644941,"Miya","Brooklyn","Prospect Heights",40.67763,-73.97185,"Entire home/apt",4,41,"5/20/2019",0.47,1,10
6202,"Brownstone in Clinton Hill Brooklyn",45763784,"Julio","Brooklyn","Clinton Hill",40.68499,-73.96524,"Entire home/apt",3,2,"9/28/2018",0.19,2,44
6203,"Conveniently located Chelsea 2br",25502424,"Jay","Manhattan","Chelsea",40.74859,-73.99685,"Private room",2,0,NA,NA,1,0
6204,"Bright, renovated apartment close to subway+city",3002017,"Barblin","Brooklyn","Bedford-Stuyvesant",40.68466,-73.91716,"Entire home/apt",2,10,"7/1/2019",5.36,1,262
6205,"Contemporary 1BR in Hell's Kitchen by Sonder",219517861,"Sonder (NYC)","Manhattan","Hell's Kitchen",40.7618,-73.9979,"Entire home/apt",29,0,NA,NA,327,332
6206,"Bright & Colorful Studio 1 Block From Central Park",48419413,"Tina","Manhattan","East Harlem",40.79943,-73.94386,"Entire home/apt",2,52,"1/2/2019",2.75,1,3
6207,"Cozy & clean private bedroom. Brooklyn NY",225291555,"Daniela","Brooklyn","Williamsburg",40.71218,-73.9363,"Private room",2,5,"4/2/2019",0.79,2,160
6208,"Sunny full floor apartment in Sunset Park",153921305,"Andrew & Mary","Brooklyn","Sunset Park",40.64699,-74.01404,"Entire home/apt",2,54,"6/23/2019",2.59,1,90
6209,"New One Bedroom 15-20 Min. From NYC! Close to all!",179382251,"Christine","Queens","Ditmars Steinway",40.77289,-73.91293,"Entire home/apt",7,24,"6/24/2019",1.99,1,260
6210,"Park Slope Garden Level Studio",32479008,"Christiana","Brooklyn","Park Slope",40.66936,-73.98116,"Entire home/apt",7,47,"6/23/2019",0.96,1,291
6211,"Great New York-korea town1~2",179336958,"Ruby","Manhattan","Midtown",40.74595,-73.98509,"Private room",3,3,"6/3/2019",1.53,6,359
6212,"BIG BEDROOM CLOSE TO LA GUARDIA AIRPORT FREE WIFI",22784412,"Stephanie","Queens","East Elmhurst",40.76402,-73.89098,"Private room",1,0,NA,NA,2,0
6213,"Big beautiful room with tons of sunlight",25710035,"Blaine","Brooklyn","Bushwick",40.69695,-73.92268,"Private room",28,1,"10/31/2018",0.12,1,0
6214,"Lovely room in Brooklyn",223620306,"Xavier","Brooklyn","Bushwick",40.69725,-73.91181,"Shared room",1,0,NA,NA,1,0
6215,"Sunny, Large (Queen Bed) Private room in 2Bedroom",8366233,"Helga","Manhattan","East Harlem",40.79377,-73.9361,"Private room",14,30,"6/4/2019",0.43,2,36
6216,"Plant Filled Artist Duplex in Trendy Bushwick",11056171,"Sasha","Brooklyn","Bushwick",40.69812,-73.93151,"Private room",4,6,"4/24/2019",0.32,1,6
6217,"Sunny Spacious Two Bedroom - Park Slope",170457264,"Yaroslav","Brooklyn","Park Slope",40.67031,-73.98603,"Entire home/apt",2,6,"2/18/2019",0.36,1,0
6218,"Private Room in Sun-drenched Apartment",46416490,"Anne","Manhattan","Harlem",40.80883,-73.94577,"Private room",30,20,"9/14/2018",0.65,1,15
6219,"Charming and Beautiful 1-BR Apt",92782,"Payal","Brooklyn","Greenpoint",40.723,-73.94237,"Entire home/apt",3,11,"10/24/2015",0.19,1,0
6220,"Private queen bedroom next to Empire State Bldg",167228202,"Sarina","Manhattan","Chelsea",40.74991,-73.98854,"Private room",3,0,NA,NA,1,9
6221,"MANHATTAN STYLISH WALL ST STUDIO APT. DISCOUNTED",14664356,"Dan","Manhattan","Financial District",40.7049,-74.00617,"Entire home/apt",70,5,"6/1/2019",0.22,1,203
6222,"Columbia Univ Queen-bed in a Cozy Suite 5B",10415675,"Yao & Rain","Manhattan","Harlem",40.82171,-73.95346,"Private room",5,7,"6/1/2019",1.09,7,154
6223,"LIC luxury building with indoor pool and lounge",179875332,"Tracy","Queens","Long Island City",40.74745,-73.93656,"Private room",3,1,"5/22/2019",0.63,1,0
6224,"Clean & Cozy Brooklyn 1 BR Gem  - Great location!",4085497,"Michael","Brooklyn","Crown Heights",40.67296,-73.9501,"Entire home/apt",2,42,"5/20/2019",0.72,1,365
6225,"The Emerald Suite  (A Gem In A Historic Mansion)",7728754,"Malika","Brooklyn","Crown Heights",40.67575,-73.94299,"Entire home/apt",3,0,NA,NA,4,278
6226,"The inner palace",133810925,"Andrew","Queens","Rosedale",40.66458,-73.73464,"Private room",1,144,"6/24/2019",6.21,3,0
6227,"Beautiful sunny room in Manhattan",85992351,"Alessia","Manhattan","East Harlem",40.78752,-73.94314,"Private room",4,0,NA,NA,1,0
6228,"BROOKLYN! Chic Williamsburg room + Balcony +Trains",242344309,"Pete And Chloe","Brooklyn","Williamsburg",40.70847,-73.9491,"Private room",1,31,"7/2/2019",6.46,4,116
6229,"Huge townhouse near Central Park!",4284154,"Jennifer","Manhattan","Harlem",40.8014,-73.95469,"Entire home/apt",7,6,"8/18/2018",0.17,2,229
6230,"❤ART of Chelsea | 1bd rm | Walk/bike everywhere!",60105727,"Lee","Manhattan","Chelsea",40.74067,-74.00013,"Entire home/apt",3,90,"6/29/2019",3.09,2,186
6231,"Central location in Midtown, doorman building",94206273,"Brendan","Manhattan","Midtown",40.75527,-73.9657,"Private room",1,112,"6/24/2018",4.66,1,0
6232,"Entire 1- Bedroom Apt. in the Heart of Astoria.",148298029,"Jennifer","Queens","Astoria",40.76529,-73.91137,"Entire home/apt",5,1,"1/1/2019",0.16,1,0
6233,"Convenient Room In Greenpoint",14495918,"Sam","Brooklyn","Greenpoint",40.73376,-73.95443,"Private room",7,2,"8/24/2016",0.05,1,0
6234,"Cozy Apartment in Bed-Stuy",64172780,"Eleni","Brooklyn","Bedford-Stuyvesant",40.68604,-73.95375,"Private room",5,7,"1/1/2017",0.21,1,40
6235,"Beautiful 3000-Square-Ft Brownstone in Cobble Hill",121274,"Joanna","Brooklyn","Cobble Hill",40.68673,-73.99653,"Entire home/apt",4,4,"1/23/2019",0.21,1,15
6236,"Private area  for comfortable and pleasant stay.",204928236,"Anup","Bronx","Parkchester",40.83717,-73.85738,"Shared room",1,0,NA,NA,1,71
6237,"Cheery Studio with Separate Kitchen",18115545,"Olivia","Brooklyn","Prospect Heights",40.6751,-73.96558,"Entire home/apt",3,15,"5/23/2019",0.25,1,204
6238,"Manhattan Artist residency room",34915339,"Michael","Manhattan","Upper East Side",40.78062,-73.95173,"Private room",1,39,"7/5/2019",6.65,4,221
6239,"Quiet space in Brooklyn",3599030,"Julianna","Brooklyn","Crown Heights",40.67555,-73.95298,"Private room",2,0,NA,NA,1,363
6240,"Spacious East Village 1 BR on 14th St!",7608106,"Mike","Manhattan","Gramercy",40.73247,-73.98297,"Entire home/apt",2,47,"6/18/2019",2.26,1,6
6241,"Contemporary 3 Bedroom in Maspeth Queens",59749036,"Lee","Queens","Maspeth",40.72609,-73.90112,"Entire home/apt",2,93,"6/18/2019",4.79,1,201
6242,"Beautiful Queen Bed Room - Entire Apt!",2670024,"Renata","Brooklyn","Sunset Park",40.66266,-73.99064,"Entire home/apt",7,1,"1/2/2019",0.16,1,128
6243,"Bright & Spacious 15 mins to Midtown Manhattan",4345336,"Steve","Queens","Sunnyside",40.7468,-73.92218,"Private room",2,33,"6/28/2019",0.92,1,113
6244,"2 bedroom house 15 min from Jfk",157011614,"Gulshan","Brooklyn","Cypress Hills",40.68254,-73.88724,"Entire home/apt",1,2,"6/3/2019",1.58,1,145
6245,"Harlem White - City College",11099966,"James","Manhattan","Harlem",40.82162,-73.94902,"Shared room",2,54,"6/26/2019",5.61,2,22
6246,"Sunny Private bedroom in prime Greenpoint",1521811,"Colleen","Brooklyn","Greenpoint",40.72749,-73.95217,"Private room",5,1,"10/6/2018",0.11,1,11
6247,"Simple Perfect Soho Sublet",2047776,"Jennifer","Manhattan","Nolita",40.7223,-73.99607,"Entire home/apt",30,0,NA,NA,2,249
6248,"Charming Brownstone Garden 1BR Historic Apartment",11292325,"Diva","Manhattan","Harlem",40.81613,-73.94622,"Entire home/apt",30,17,"12/15/2018",0.42,1,157
6249,"Private 2B Room in 4BR/2BA APT in Hell's Kitchen",137274917,"David","Manhattan","Hell's Kitchen",40.75993,-73.99089,"Private room",1,21,"6/23/2019",3.18,12,256
6250,"Bed & Bath in Park Slope Mansion",20177472,"Virginia","Brooklyn","Park Slope",40.67927,-73.97434,"Private room",2,117,"6/30/2019",1.99,1,270
6251,"Private room in Midtown Manhattan with Balcony",10318796,"Roberta","Manhattan","Midtown",40.75403,-73.9715,"Private room",2,0,NA,NA,1,0
6252,"Luxurious 1BR Gorgeous City View High Elevation",247118366,"Paul","Manhattan","Hell's Kitchen",40.76195,-73.98771,"Entire home/apt",2,14,"6/14/2019",4.24,1,212
6253,"Warm little oasis in Brooklyn with Full size bed",42561290,"Carla","Brooklyn","East New York",40.66197,-73.86794,"Private room",2,3,"2/1/2019",0.46,4,158
6254,"Stately Gramercy Park 1BR w/ WD, Gym, Doorman, near Subway by Blueground",107434423,"Blueground","Manhattan","Kips Bay",40.73905,-73.98225,"Entire home/apt",30,0,NA,NA,232,338
6255,"Sunny, spacious bedroom with a view",1473630,"Hillela","Brooklyn","Gowanus",40.68234,-73.98168,"Private room",1,2,"4/25/2015",0.04,1,0
6256,"Spacious 2 level home for Groups sleeps upto 12",11305944,"Yahaira","Bronx","Allerton",40.86578,-73.86534,"Entire home/apt",2,22,"6/19/2019",1.44,5,361
6257,"Spacious Studio- Midtown Manhattan!",2910317,"Megan","Manhattan","Midtown",40.7555,-73.96575,"Entire home/apt",1,14,"4/26/2016",0.25,1,0
6258,"Williamsburg 1 Bedroom, Spacious and Classy",228224011,"Weston & Gabby","Brooklyn","Williamsburg",40.71359,-73.95574,"Entire home/apt",1,17,"6/26/2019",2.91,1,340
6259,"Private Suite & Bathroom w/ Yard in Park Slope",10015055,"Robert","Brooklyn","South Slope",40.6646,-73.98184,"Private room",2,94,"6/21/2019",4.09,1,279
6260,"Large, Charming & Sunny 2 Bedroom in Brooklyn!",33946068,"Chris","Brooklyn","Crown Heights",40.67701,-73.96249,"Entire home/apt",2,53,"6/5/2019",2.49,1,160
6261,"Cozy Private Room with Rooftop Space on Top Floor",211831610,"Vanessa","Queens","Elmhurst",40.7371,-73.88086,"Private room",1,0,NA,NA,1,239
6262,"Charming Bright Astoria Room, close to Ditmar",68724048,"Sol","Queens","Ditmars Steinway",40.77773,-73.90719,"Private room",1,3,"8/15/2017",0.13,1,0
6263,"1 BR Flat in Williamsburg (3 blocks from  Bedford)",9837019,"Damien","Brooklyn","Williamsburg",40.71399,-73.95363,"Entire home/apt",2,45,"6/14/2019",2.79,1,19
6264,"Brooklyn Brownstone In Historic Bed Stuy - LEGAL",15539137,"Natasha","Brooklyn","Bedford-Stuyvesant",40.68906,-73.93751,"Entire home/apt",2,149,"6/24/2019",4.08,1,142
6265,"Heart of St Marks 2 Bedroom",6640038,"Kasia","Manhattan","East Village",40.72789,-73.98756,"Entire home/apt",3,0,NA,NA,1,0
6266,"Pre-war 1 br in heart of BK Heights",18982207,"Kate","Brooklyn","Brooklyn Heights",40.69237,-73.99412,"Entire home/apt",4,0,NA,NA,1,0
6267,"Host yr PARTY in style -Manhattan ROOF TOP for 25",71276635,"Joe","Manhattan","Washington Heights",40.83571,-73.94179,"Entire home/apt",1,1,"7/7/2019",1,5,364
6268,"Spain Room",5652395,"Julio","Bronx","Concourse",40.81954,-73.92715,"Private room",1,3,"9/16/2018",0.14,2,365
6269,"Private Red Hook Guest Suite",135739716,"Pavel","Brooklyn","Red Hook",40.67856,-74.01584,"Entire home/apt",3,17,"6/4/2019",1.42,1,6
6270,"Decorated cozy Brooklyn jewish apartment!",160233319,"Josh","Brooklyn","Flatlands",40.6197,-73.94426,"Entire home/apt",2,0,NA,NA,1,0
6271,"Family Friendly Getaway",33070890,"Susan","Brooklyn","Flatbush",40.63025,-73.96555,"Entire home/apt",28,0,NA,NA,1,4
6272,"Lovely exposed brick room to rent in Williamsburg",27716292,"Ianthe","Brooklyn","Williamsburg",40.71225,-73.94961,"Private room",2,2,"7/1/2019",0.92,1,0
6273,"Bright and Tranquil Apartment",10805053,"Devan","Brooklyn","Boerum Hill",40.68602,-73.98311,"Entire home/apt",2,4,"11/12/2018",0.37,1,311
6274,"Sharp UES 2BR w/Indoor pool, Doorman + City views by Blueground",107434423,"Blueground","Manhattan","Midtown",40.75901,-73.96198,"Entire home/apt",30,0,NA,NA,232,341
6275,"The Symphony",222430446,"JohnP","Manhattan","East Village",40.72322,-73.98689,"Private room",1,48,"7/5/2019",5.83,2,7
6276,"Beauty Lrg furnished Stu 77 & B'way  Bay Windows",26584499,"Ofir","Manhattan","Upper West Side",40.7824,-73.98215,"Entire home/apt",30,4,"10/6/2018",0.1,8,220
6277,"Sunny Private 2 Bedroom Apt. in a Victorian House",42605385,"Cameron","Brooklyn","Flatbush",40.63627,-73.96514,"Entire home/apt",7,0,NA,NA,3,0
6278,"Sonder | 11th Ave | Lovely 1BR + Gym",219517861,"Sonder (NYC)","Manhattan","Hell's Kitchen",40.7622,-73.99673,"Entire home/apt",29,0,NA,NA,327,332
6279,"Spacious and peaceful apt in East Village",25495114,"Guisela","Manhattan","East Village",40.73016,-73.98171,"Entire home/apt",9,22,"3/22/2018",0.71,1,0
6280,"家庭式單間雙人床K",225889604,"Fiona","Queens","Flushing",40.76339,-73.82831,"Private room",1,7,"5/11/2019",0.95,5,85
6281,"GOOD VYBZ BROOKLYN",237729032,"Samuel","Brooklyn","East New York",40.67807,-73.8794,"Private room",3,0,NA,NA,2,365
6282,"Private Bedroom in a Studio",4350748,"Anna","Brooklyn","Midwood",40.62908,-73.95965,"Private room",7,1,"12/12/2012",0.01,1,87
6283,"Private bedroom with great views",24054404,"Sahul","Brooklyn","Greenpoint",40.72249,-73.94776,"Private room",5,3,"3/8/2017",0.08,1,0
6284,"Master Bedroom close to LGA ,JFK, and highways",190096034,"Janet","Queens","Corona",40.74322,-73.86005,"Private room",1,29,"6/8/2019",2.57,3,333
6285,"Sonder | The Nash | Chic Studio + Rooftop",219517861,"Sonder (NYC)","Manhattan","Murray Hill",40.7488,-73.97522,"Entire home/apt",2,8,"6/22/2019",1.95,327,105
6286,"Comfortable. Spacious. Private Room.",464506,"Ange","Manhattan","Chinatown",40.713,-73.99752,"Private room",3,172,"7/2/2019",1.84,2,64
6287,"1 Bedroom Apartment in Crown Heights",13753058,"María Valentina","Brooklyn","Crown Heights",40.66475,-73.93564,"Entire home/apt",15,0,NA,NA,1,0
6288,"Entire Top Floor Suite with Private Bathroom.",7443296,"Faridath","Brooklyn","Cypress Hills",40.68072,-73.88787,"Private room",2,26,"7/1/2019",3.24,1,63
6289,"Modern Duplex Apt with courtyard!",21086012,"Babak","Brooklyn","Bedford-Stuyvesant",40.69422,-73.94616,"Private room",1,4,"8/22/2016",0.09,1,0
6290,"Garden House in the East Bronx",19810363,"Eric","Bronx","Clason Point",40.8115,-73.85607,"Entire home/apt",2,95,"6/23/2019",1.91,1,283
6291,"Mayor's Mansion - Fort Greene",1929442,"Claudia And Leo","Brooklyn","Fort Greene",40.68585,-73.97016,"Entire home/apt",4,134,"7/2/2019",1.95,1,222
6292,"1-Bed Apt on East River - 1 stop from Manhattan!",17005953,"Cassondra","Queens","Long Island City",40.74462,-73.94913,"Entire home/apt",1,3,"7/3/2018",0.23,1,0
6293,"One Bedroom in an apartment",9745149,"Idoline","Brooklyn","Crown Heights",40.67138,-73.96058,"Private room",30,7,"5/4/2019",0.15,2,318
6294,"Jewel Box Studio in Soho / Nolita",4291837,"Wilson","Manhattan","Nolita",40.72224,-73.99491,"Entire home/apt",1,156,"5/31/2019",2.46,1,111
6295,"Bay Ridge,Brooklyn 20minutes to NYC",49413208,"Sotira","Brooklyn","Fort Hamilton",40.61605,-74.03642,"Entire home/apt",5,4,"10/10/2018",0.1,2,269
6296,"Splendid 1 bedroom suite in midtown Manhattan",120762452,"Stanley","Manhattan","Murray Hill",40.74896,-73.9762,"Entire home/apt",30,1,"6/16/2018",0.08,50,364
6297,"Modern, Comfortable and Clean Bushwick Apartment",23220666,"Catherine","Brooklyn","Bushwick",40.69121,-73.92099,"Private room",2,9,"5/28/2018",0.56,1,0
6298,"Pam's cozy 2 bedroom in Brooklyn",236565167,"Pamilitta","Brooklyn","East Flatbush",40.6386,-73.93654,"Private room",1,10,"5/26/2019",1.95,1,4
6299,"SPACE & LIGHT 3 Blocks from Union Square",80721470,"Alexandre","Manhattan","Gramercy",40.73491,-73.984,"Private room",2,1,"7/26/2016",0.03,1,0
6300,"East Village Sanctuary",57107571,"Molly","Manhattan","East Village",40.72808,-73.98763,"Entire home/apt",30,22,"6/9/2019",0.65,1,112
6301,"Madison Ave 2 BR Penthouse, 3 Beds",61391963,"Corporate Housing","Manhattan","Upper East Side",40.78531,-73.95683,"Entire home/apt",30,2,"1/6/2018",0.07,91,319
6302,"Private room in Brooklyn",6518093,"Mathilde","Brooklyn","Bedford-Stuyvesant",40.67968,-73.90764,"Private room",1,2,"9/29/2015",0.04,1,0
6303,"Spacious 1 BR Upper East Side",61391963,"Corporate Housing","Manhattan","Upper East Side",40.78002,-73.95284,"Entire home/apt",30,8,"5/31/2019",0.23,91,343
6304,"Fun and Whimsical UWS Garden Home",40653297,"Jordyn","Manhattan","Upper West Side",40.78721,-73.97015,"Entire home/apt",2,19,"6/16/2019",1.5,1,163
6305,"Nice Manhattan Apt Near Central Park and Subway",791287,"Giancarlo","Manhattan","Upper West Side",40.80006,-73.96049,"Entire home/apt",31,188,"8/23/2018",1.94,1,259
6306,"Great apt in awesome area",15542183,"Brian","Manhattan","Upper West Side",40.78576,-73.97594,"Entire home/apt",3,92,"5/6/2019",1.53,1,254
6307,"Times Square Cozy Bedroom in Luxury Building",3370543,"Thomas","Manhattan","Hell's Kitchen",40.75747,-73.99039,"Private room",3,17,"6/23/2019",0.73,1,65
6308,"One bed Doorman Building Close to Park",113805886,"Yaacov","Manhattan","Upper East Side",40.77896,-73.95146,"Entire home/apt",31,6,"1/1/2019",0.29,33,338
6309,"Private Room in Renovated Bushwick Apt w/ Wash/Dry",62187386,"Luigi","Brooklyn","Bushwick",40.70117,-73.91481,"Private room",3,9,"6/19/2019",0.87,1,10
6310,"Night with a king",143509629,"Mel","Bronx","University Heights",40.85538,-73.91081,"Shared room",1,0,NA,NA,1,0
6311,"Bed-stuy belle",4225192,"Gaby","Brooklyn","Bedford-Stuyvesant",40.6936,-73.94653,"Private room",1,1,"7/11/2015",0.02,1,0
6312,"Quiet Brooklyn Artist Apartment With A View",594634,"Alexandra","Brooklyn","Clinton Hill",40.68651,-73.96604,"Entire home/apt",5,1,"6/19/2019",1,1,0
6313,"Bright Private Space, Central Harlem, NYC",137829485,"Barron","Manhattan","Harlem",40.81232,-73.94112,"Private room",7,1,"3/17/2018",0.06,1,17
6314,"Spacious 1 Bedroom in the Heart of Union Square!",163210909,"Mona","Manhattan","Gramercy",40.73509,-73.98637,"Entire home/apt",3,8,"5/19/2019",0.48,1,175
6315,"Belle Harbor 4 BR 2 bath- 1 bl from Beach",40327248,"Sarina","Queens","Neponsit",40.57215,-73.85822,"Entire home/apt",2,5,"7/7/2019",2.88,1,334
6316,"Welcome to YURT -- comfy room in East Village",3436710,"Kaptan","Manhattan","East Village",40.7252,-73.97598,"Private room",1,13,"6/23/2019",0.99,2,335
6317,"A house in Flatbush.",5091423,"Jamie","Brooklyn","East Flatbush",40.64747,-73.95189,"Entire home/apt",3,1,"4/4/2018",0.06,1,26
6318,"Large 2BR Apt in Brownstone",4344588,"Gabe And Jane","Brooklyn","Clinton Hill",40.68673,-73.96252,"Entire home/apt",2,267,"6/19/2019",3.37,1,266
6319,"#1 Modern Gem 2br apt..(Street parking available)",224715959,"Ernesto","Queens","Jackson Heights",40.75355,-73.89221,"Entire home/apt",2,10,"6/28/2019",1.55,1,346
6320,"Ideal studio in Midtown Manhattan",120762452,"Stanley","Manhattan","Murray Hill",40.74979,-73.97551,"Entire home/apt",30,1,"4/6/2019",0.32,50,317
6321,"2 Bedroom Clean & Simple in Manhattan",241567925,"Paraskevi","Manhattan","Chinatown",40.71358,-73.99062,"Entire home/apt",3,7,"6/2/2019",1.88,1,49
6322,"Home*Sweet*Home
Quiet neighborhood",69546772,"Dave And Shaceline","Bronx","Throgs Neck",40.83166,-73.81747,"Entire home/apt",1,192,"6/26/2019",5.15,1,303
6323,"Downtown Triplex- Spacey East Village Entire Apt",7318926,"Jonathan","Manhattan","East Village",40.72208,-73.98071,"Entire home/apt",3,5,"6/14/2018",0.19,1,0
6324,"Blissful  Boudiors  Your Home Away From Home",167383560,"Toni","Brooklyn","Bedford-Stuyvesant",40.68069,-73.94264,"Private room",1,2,"6/10/2019",1.02,1,199
6325,"Light twin room",10994664,"Alexander","Brooklyn","Bushwick",40.69241,-73.90692,"Shared room",30,0,NA,NA,8,276
6326,"Sun Drenched, Extra Large 1 Bdrm Clinton Hill Apt",147688555,"Kenya & Paul","Brooklyn","Bedford-Stuyvesant",40.68459,-73.95732,"Entire home/apt",3,52,"6/26/2019",2.39,1,185
6327,"Spacious, convenient, and affordable!",36356065,"Mohamad","Brooklyn","Bay Ridge",40.63971,-74.03089,"Private room",1,1,"12/25/2017",0.05,1,0
6328,"Big Apt/big bedroom,  71st & 1st Ave",10471351,"Michael","Manhattan","Upper East Side",40.76834,-73.95647,"Private room",30,11,"3/20/2019",0.55,1,305
6329,"private, large, sunny, calm big room",113740169,"Isa","Manhattan","Washington Heights",40.85411,-73.93167,"Private room",30,4,"11/30/2018",0.15,1,275
6330,"7. Beautiful Clean room just 20mnts to Manhattan",188498431,"Han","Queens","Sunnyside",40.73939,-73.92308,"Private room",2,13,"7/5/2019",1.49,6,341
6331,"Spacious Loft 5 min to Union Square",124357,"Alex","Brooklyn","Williamsburg",40.71756,-73.95282,"Private room",1,155,"6/7/2019",1.78,3,328
6332,"Huge 3BR on Prospect Park",26789544,"Martin","Brooklyn","Windsor Terrace",40.65494,-73.97478,"Entire home/apt",3,0,NA,NA,1,0
6333,"Huge sunny room next to subway!",25038748,"Justin","Manhattan","Harlem",40.82119,-73.95583,"Private room",4,11,"5/11/2019",0.45,1,0
6334,"Sun-kissed & Spacious Queens Room w/ Full Kitchen",20909506,"Camile","Queens","Astoria",40.7648,-73.91174,"Private room",3,7,"11/9/2018",0.61,2,0
6335,"All your essentials in a beautiful studio apt",23231840,"Francisca","Manhattan","Harlem",40.82216,-73.9446,"Entire home/apt",7,6,"12/3/2017",0.28,1,0
6336,"Cozy Brownstone Inn I(studio)",240427,"Naimah","Brooklyn","Bedford-Stuyvesant",40.68255,-73.91957,"Entire home/apt",3,63,"6/18/2019",0.72,2,5
6337,"Perfect Bedford L Williamsburg Location!",2286224,"Sarah","Brooklyn","Williamsburg",40.71613,-73.95837,"Entire home/apt",3,17,"5/12/2016",0.2,1,67
6338,"Spacious, quiet and comfortable 1BR",33279657,"Mariya","Brooklyn","Midwood",40.61291,-73.94972,"Entire home/apt",2,20,"4/26/2017",0.41,1,0
6339,"Apartment in Great Part of Brooklyn",105154603,"Samantha","Brooklyn","Gowanus",40.66948,-73.98976,"Private room",4,1,"2/28/2017",0.03,1,0
6340,"Beautifully decorated duplex with an amazing yard!",4580765,"Grace","Brooklyn","Crown Heights",40.67367,-73.9223,"Entire home/apt",3,33,"7/7/2019",2.56,1,292
6341,"I LOVE NEW YORK in Theater District",63238467,"Sam","Manhattan","Hell's Kitchen",40.76476,-73.98457,"Entire home/apt",4,79,"6/26/2019",3.03,1,211
6342,"Cozy One Bedroom Apartment",135710202,"Christina","Brooklyn","Bedford-Stuyvesant",40.69446,-73.94694,"Entire home/apt",1,0,NA,NA,1,255
6343,"Large 1 bdr apt + balcony Williamsburg - Bedford",16081505,"Georgia","Brooklyn","Williamsburg",40.71853,-73.96415,"Entire home/apt",2,6,"6/27/2019",0.84,1,16
6344,"Greenpoint Apt",83004119,"Pawel","Brooklyn","Greenpoint",40.73307,-73.95275,"Entire home/apt",1,0,NA,NA,1,0
6345,"Holiday sublet: Columbus circle apartment",46094052,"Soumya","Manhattan","Midtown",40.76739,-73.98225,"Entire home/apt",7,3,"2/23/2018",0.16,1,0
6346,"☝ Your Sweet Suite Spot ☝",69189948,"Ella","Manhattan","Washington Heights",40.84862,-73.93299,"Private room",2,45,"7/1/2019",1.44,3,183
6347,"Huge, Sumptuous En-Suite Bedroom",46778191,"Zoe","Brooklyn","Williamsburg",40.71454,-73.95894,"Private room",3,1,"10/27/2015",0.02,1,0
